year,state,district,incumbent_win,open_seat,true_winner_status,incumb_district,mean_pres_approval_num,mean_pres_polling_margin,pres_approval_margin_change,pres_approval_margin_change_pct,natl_genericpoll_mean_pct_dem,natl_genericpoll_mean_pct_rep,natl_genericpoll_mean_dem_margin,rdi_change_pct,natl_majorvote_pct_dem,natl_majorvote_margin_dem,genericpoll_actualvote_diff_dem,seats_won_dem,midterm_year
2020,Alabama,1,Challenger Winner,yes,Open Seat,No Incumbent,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Alabama,2,Challenger Winner,yes,Open Seat,No Incumbent,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Alabama,3,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Alabama,4,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Alaska,0,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,1,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,2,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,3,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,4,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,5,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,6,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,7,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,8,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arizona,9,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arkansas,2,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arkansas,3,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,Arkansas,4,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,1,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,2,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,3,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,4,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,5,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,6,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,7,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,8,Challenger Winner,yes,Open Seat,No Incumbent,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,9,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,10,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,11,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,13,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,14,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,15,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,16,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,17,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,19,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,20,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,21,Challenger Winner,no,Incumbent Defeated,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,22,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,23,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,24,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,25,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
2020,California,26,Incumbent Winner,no,Incumbent Won,Incumbent Running,44,-10.125,1,7.6923076923076925,49.66666667,42.26666667,7.4,-10.76675609,51.5,3,-1.833333333,222,pres
